id,audio,image,sura,aya,aya_suffix,sura_name
1,001001.mp3,1_1.png,1,1,0,ٱلْفَاتِحَة
2,001002.mp3,1_2.png,1,2,0,ٱلْفَاتِحَة
3,001003.mp3,1_3.png,1,3,0,ٱلْفَاتِحَة
4,001004.mp3,1_4.png,1,4,0,ٱلْفَاتِحَة
5,001005.mp3,1_5.png,1,5,0,ٱلْفَاتِحَة
6,001006.mp3,1_6.png,1,6,0,ٱلْفَاتِحَة
7,001007.mp3,1_7.png,1,7,0,ٱلْفَاتِحَة
8,002001_1.mp3,2_1.png,2,1,1,ٱلْبَقَرَة
9,002001_2.mp3,2_1.png,2,1,2,ٱلْبَقَرَة
10,002002_1.mp3,2_2.png,2,2,1,ٱلْبَقَرَة
11,002002_2.mp3,2_2.png,2,2,2,ٱلْبَقَرَة
12,002003.mp3,2_3.png,2,3,0,ٱلْبَقَرَة
13,002004.mp3,2_4.png,2,4,0,ٱلْبَقَرَة
14,002005.mp3,2_5.png,2,5,0,ٱلْبَقَرَة
15,002006.mp3,2_6.png,2,6,0,ٱلْبَقَرَة
16,002007.mp3,2_7.png,2,7,0,ٱلْبَقَرَة
17,002008.mp3,2_8.png,2,8,0,ٱلْبَقَرَة
18,002009.mp3,2_9.png,2,9,0,ٱلْبَقَرَة
19,002010.mp3,2_10.png,2,10,0,ٱلْبَقَرَة
20,002011.mp3,2_11.png,2,11,0,ٱلْبَقَرَة
21,002012.mp3,2_12.png,2,12,0,ٱلْبَقَرَة
22,002013.mp3,2_13.png,2,13,0,ٱلْبَقَرَة
23,002014.mp3,2_14.png,2,14,0,ٱلْبَقَرَة
24,002015.mp3,2_15.png,2,15,0,ٱلْبَقَرَة
25,002016.mp3,2_16.png,2,16,0,ٱلْبَقَرَة
26,002017_1.mp3,2_17.png,2,17,1,ٱلْبَقَرَة
27,002017_2.mp3,2_17.png,2,17,2,ٱلْبَقَرَة
28,002018.mp3,2_18.png,2,18,0,ٱلْبَقَرَة
29,002019_1.mp3,2_19.png,2,19,1,ٱلْبَقَرَة
30,002019_2.mp3,2_19.png,2,19,2,ٱلْبَقَرَة
31,002020_1.mp3,2_20.png,2,20,1,ٱلْبَقَرَة
32,002020_2.mp3,2_20.png,2,20,2,ٱلْبَقَرَة
33,002020_3.mp3,2_20.png,2,20,3,ٱلْبَقَرَة
34,002020_4.mp3,2_20.png,2,20,4,ٱلْبَقَرَة
35,002021.mp3,2_21.png,2,21,0,ٱلْبَقَرَة
36,002022_1.mp3,2_22.png,2,22,1,ٱلْبَقَرَة
37,002022_2.mp3,2_22.png,2,22,2,ٱلْبَقَرَة
38,002023_1.mp3,2_23.png,2,23,1,ٱلْبَقَرَة
39,002023_2.mp3,2_23.png,2,23,2,ٱلْبَقَرَة
40,002024_1.mp3,2_24.png,2,24,1,ٱلْبَقَرَة
41,002024_2.mp3,2_24.png,2,24,2,ٱلْبَقَرَة
42,002025_1.mp3,2_25.png,2,25,1,ٱلْبَقَرَة
43,002025_2.mp3,2_25.png,2,25,2,ٱلْبَقَرَة
44,002026_1.mp3,2_26.png,2,26,1,ٱلْبَقَرَة
45,002026_2.mp3,2_26.png,2,26,2,ٱلْبَقَرَة
46,002026_3.mp3,2_26.png,2,26,3,ٱلْبَقَرَة
47,002027_1.mp3,2_27.png,2,27,1,ٱلْبَقَرَة
48,002027_2.mp3,2_27.png,2,27,2,ٱلْبَقَرَة
49,002028.mp3,2_28.png,2,28,0,ٱلْبَقَرَة
50,002029_1.mp3,2_29.png,2,29,1,ٱلْبَقَرَة
51,002029_2.mp3,2_29.png,2,29,2,ٱلْبَقَرَة
52,002030_1.mp3,2_30.png,2,30,1,ٱلْبَقَرَة
53,002030_2.mp3,2_30.png,2,30,2,ٱلْبَقَرَة
54,002030_3.mp3,2_30.png,2,30,3,ٱلْبَقَرَة
55,002031.mp3,2_31.png,2,31,0,ٱلْبَقَرَة
56,002032_1.mp3,2_32.png,2,32,1,ٱلْبَقَرَة
57,002032_2.mp3,2_32.png,2,32,2,ٱلْبَقَرَة
58,002033_1.mp3,2_33.png,2,33,1,ٱلْبَقَرَة
59,002033_2.mp3,2_33.png,2,33,2,ٱلْبَقَرَة
60,002033_3.mp3,2_33.png,2,33,3,ٱلْبَقَرَة
61,002034.mp3,2_34.png,2,34,0,ٱلْبَقَرَة
62,002035_1.mp3,2_35.png,2,35,1,ٱلْبَقَرَة
63,002035_2.mp3,2_35.png,2,35,2,ٱلْبَقَرَة
64,002036_1.mp3,2_36.png,2,36,1,ٱلْبَقَرَة
65,002036_2.mp3,2_36.png,2,36,2,ٱلْبَقَرَة
66,002037_1.mp3,2_37.png,2,37,1,ٱلْبَقَرَة
67,002037_2.mp3,2_37.png,2,37,2,ٱلْبَقَرَة
68,002038.mp3,2_38.png,2,38,0,ٱلْبَقَرَة
69,002039_1.mp3,2_39.png,2,39,1,ٱلْبَقَرَة
70,002039_2.mp3,2_39.png,2,39,2,ٱلْبَقَرَة
71,002040_1.mp3,2_40.png,2,40,1,ٱلْبَقَرَة
72,002040_2.mp3,2_40.png,2,40,2,ٱلْبَقَرَة
73,002041_1.mp3,2_41.png,2,41,1,ٱلْبَقَرَة
74,002041_2.mp3,2_41.png,2,41,2,ٱلْبَقَرَة
75,002042.mp3,2_42.png,2,42,0,ٱلْبَقَرَة
76,002043.mp3,2_43.png,2,43,0,ٱلْبَقَرَة
77,002044_1.mp3,2_44.png,2,44,1,ٱلْبَقَرَة
78,002044_2.mp3,2_44.png,2,44,2,ٱلْبَقَرَة
79,002045_1.mp3,2_45.png,2,45,1,ٱلْبَقَرَة
80,002045_2.mp3,2_45.png,2,45,2,ٱلْبَقَرَة
81,002046.mp3,2_46.png,2,46,0,ٱلْبَقَرَة
82,002047.mp3,2_47.png,2,47,0,ٱلْبَقَرَة
83,002048.mp3,2_48.png,2,48,0,ٱلْبَقَرَة
84,002049_1.mp3,2_49.png,2,49,1,ٱلْبَقَرَة
85,002049_2.mp3,2_49.png,2,49,2,ٱلْبَقَرَة
86,002050.mp3,2_50.png,2,50,0,ٱلْبَقَرَة
87,002051.mp3,2_51.png,2,51,0,ٱلْبَقَرَة
88,002052.mp3,2_52.png,2,52,0,ٱلْبَقَرَة
89,002053.mp3,2_53.png,2,53,0,ٱلْبَقَرَة
90,002054_1.mp3,2_54.png,2,54,1,ٱلْبَقَرَة
91,002054_2.mp3,2_54.png,2,54,2,ٱلْبَقَرَة
92,002054_3.mp3,2_54.png,2,54,3,ٱلْبَقَرَة
93,002055.mp3,2_55.png,2,55,0,ٱلْبَقَرَة
94,002056.mp3,2_56.png,2,56,0,ٱلْبَقَرَة
95,002057_1.mp3,2_57.png,2,57,1,ٱلْبَقَرَة
96,002057_2.mp3,2_57.png,2,57,2,ٱلْبَقَرَة
97,002058_1.mp3,2_58.png,2,58,1,ٱلْبَقَرَة
98,002058_2.mp3,2_58.png,2,58,2,ٱلْبَقَرَة
99,002059_1.mp3,2_59.png,2,59,1,ٱلْبَقَرَة
100,002059_2.mp3,2_59.png,2,59,2,ٱلْبَقَرَة
101,002060_1.mp3,2_60.png,2,60,1,ٱلْبَقَرَة
102,002060_2.mp3,2_60.png,2,60,2,ٱلْبَقَرَة
103,002060_3.mp3,2_60.png,2,60,3,ٱلْبَقَرَة
104,002061_1.mp3,2_61.png,2,61,1,ٱلْبَقَرَة
105,002061_2.mp3,2_61.png,2,61,2,ٱلْبَقَرَة
106,002061_3.mp3,2_61.png,2,61,3,ٱلْبَقَرَة
107,002061_4.mp3,2_61.png,2,61,4,ٱلْبَقَرَة
108,002061_5.mp3,2_61.png,2,61,5,ٱلْبَقَرَة
109,002061_6.mp3,2_61.png,2,61,6,ٱلْبَقَرَة
110,002062_1.mp3,2_62.png,2,62,1,ٱلْبَقَرَة
111,002062_2.mp3,2_62.png,2,62,2,ٱلْبَقَرَة
112,002062_3.mp3,2_62.png,2,62,3,ٱلْبَقَرَة
113,002063.mp3,2_63.png,2,63,0,ٱلْبَقَرَة
114,002064_1.mp3,2_64.png,2,64,1,ٱلْبَقَرَة
115,002064_2.mp3,2_64.png,2,64,2,ٱلْبَقَرَة
116,002065.mp3,2_65.png,2,65,0,ٱلْبَقَرَة
117,002066.mp3,2_66.png,2,66,0,ٱلْبَقَرَة
118,002067_1.mp3,2_67.png,2,67,1,ٱلْبَقَرَة
119,002067_2.mp3,2_67.png,2,67,2,ٱلْبَقَرَة
120,002068_1.mp3,2_68.png,2,68,1,ٱلْبَقَرَة
121,002068_2.mp3,2_68.png,2,68,2,ٱلْبَقَرَة
122,002068_3.mp3,2_68.png,2,68,3,ٱلْبَقَرَة
123,002069_1.mp3,2_69.png,2,69,1,ٱلْبَقَرَة
124,002069_2.mp3,2_69.png,2,69,2,ٱلْبَقَرَة
125,002070.mp3,2_70.png,2,70,0,ٱلْبَقَرَة
126,002071_1.mp3,2_71.png,2,71,1,ٱلْبَقَرَة
127,002071_2.mp3,2_71.png,2,71,2,ٱلْبَقَرَة
128,002071_3.mp3,2_71.png,2,71,3,ٱلْبَقَرَة
129,002072_1.mp3,2_72.png,2,72,1,ٱلْبَقَرَة
130,002072_2.mp3,2_72.png,2,72,2,ٱلْبَقَرَة
131,002073_1.mp3,2_73.png,2,73,1,ٱلْبَقَرَة
132,002073_2.mp3,2_73.png,2,73,2,ٱلْبَقَرَة
133,002074_1.mp3,2_74.png,2,74,1,ٱلْبَقَرَة
134,002074_2.mp3,2_74.png,2,74,2,ٱلْبَقَرَة
135,002074_3.mp3,2_74.png,2,74,3,ٱلْبَقَرَة
136,002074_4.mp3,2_74.png,2,74,4,ٱلْبَقَرَة
137,002075_1.mp3,2_75.png,2,75,1,ٱلْبَقَرَة
138,002075_2.mp3,2_75.png,2,75,2,ٱلْبَقَرَة
139,002076_1.mp3,2_76.png,2,76,1,ٱلْبَقَرَة
140,002076_2.mp3,2_76.png,2,76,2,ٱلْبَقَرَة
141,002076_3.mp3,2_76.png,2,76,3,ٱلْبَقَرَة
142,002077.mp3,2_77.png,2,77,0,ٱلْبَقَرَة
143,002078.mp3,2_78.png,2,78,0,ٱلْبَقَرَة
144,002079_1.mp3,2_79.png,2,79,1,ٱلْبَقَرَة
145,002079_2.mp3,2_79.png,2,79,2,ٱلْبَقَرَة
146,002080_1.mp3,2_80.png,2,80,1,ٱلْبَقَرَة
147,002080_2.mp3,2_80.png,2,80,2,ٱلْبَقَرَة
148,002080_3.mp3,2_80.png,2,80,3,ٱلْبَقَرَة
149,002081_1.mp3,2_81.png,2,81,1,ٱلْبَقَرَة
150,002081_2.mp3,2_81.png,2,81,2,ٱلْبَقَرَة
151,002082_1.mp3,2_82.png,2,82,1,ٱلْبَقَرَة
152,002082_2.mp3,2_82.png,2,82,2,ٱلْبَقَرَة
153,002083_1.mp3,2_83.png,2,83,1,ٱلْبَقَرَة
154,002083_2.mp3,2_83.png,2,83,2,ٱلْبَقَرَة
155,002083_3.mp3,2_83.png,2,83,3,ٱلْبَقَرَة
156,002084.mp3,2_84.png,2,84,0,ٱلْبَقَرَة
157,002085_1.mp3,2_85.png,2,85,1,ٱلْبَقَرَة
158,002085_2.mp3,2_85.png,2,85,2,ٱلْبَقَرَة
159,002085_3.mp3,2_85.png,2,85,3,ٱلْبَقَرَة
160,002085_4.mp3,2_85.png,2,85,4,ٱلْبَقَرَة
161,002085_5.mp3,2_85.png,2,85,5,ٱلْبَقَرَة
162,002085_6.mp3,2_85.png,2,85,6,ٱلْبَقَرَة
163,002086.mp3,2_86.png,2,86,0,ٱلْبَقَرَة
164,002087_1.mp3,2_87.png,2,87,1,ٱلْبَقَرَة
165,002087_2.mp3,2_87.png,2,87,2,ٱلْبَقَرَة
166,002087_3.mp3,2_87.png,2,87,3,ٱلْبَقَرَة
167,002088_1.mp3,2_88.png,2,88,1,ٱلْبَقَرَة
168,002088_2.mp3,2_88.png,2,88,2,ٱلْبَقَرَة
169,002089_1.mp3,2_89.png,2,89,1,ٱلْبَقَرَة
170,002089_2.mp3,2_89.png,2,89,2,ٱلْبَقَرَة
171,002090_1.mp3,2_90.png,2,90,1,ٱلْبَقَرَة
172,002090_2.mp3,2_90.png,2,90,2,ٱلْبَقَرَة
173,002090_3.mp3,2_90.png,2,90,3,ٱلْبَقَرَة
174,002091_1.mp3,2_91.png,2,91,1,ٱلْبَقَرَة
175,002091_2.mp3,2_91.png,2,91,2,ٱلْبَقَرَة
176,002092.mp3,2_92.png,2,92,0,ٱلْبَقَرَة
177,002093.mp3,2_93.png,2,93,0,ٱلْبَقَرَة
178,002094.mp3,2_94.png,2,94,0,ٱلْبَقَرَة
179,002095_1.mp3,2_95.png,2,95,1,ٱلْبَقَرَة
180,002095_2.mp3,2_95.png,2,95,2,ٱلْبَقَرَة
181,002096_1.mp3,2_96.png,2,96,1,ٱلْبَقَرَة
182,002096_2.mp3,2_96.png,2,96,2,ٱلْبَقَرَة
183,002097.mp3,2_97.png,2,97,0,ٱلْبَقَرَة
184,002098.mp3,2_98.png,2,98,0,ٱلْبَقَرَة
185,002099_1.mp3,2_99.png,2,99,1,ٱلْبَقَرَة
186,002099_2.mp3,2_99.png,2,99,2,ٱلْبَقَرَة
187,002100_1.mp3,2_100.png,2,100,1,ٱلْبَقَرَة
188,002100_2.mp3,2_100.png,2,100,2,ٱلْبَقَرَة
189,002101_1.mp3,2_101.png,2,101,1,ٱلْبَقَرَة
190,002101_2.mp3,2_101.png,2,101,2,ٱلْبَقَرَة
191,002102_1.mp3,2_102.png,2,102,1,ٱلْبَقَرَة
192,002102_2.mp3,2_102.png,2,102,2,ٱلْبَقَرَة
193,002102_3.mp3,2_102.png,2,102,3,ٱلْبَقَرَة
194,002102_4.mp3,2_102.png,2,102,4,ٱلْبَقَرَة
195,002102_5.mp3,2_102.png,2,102,5,ٱلْبَقَرَة
196,002102_6.mp3,2_102.png,2,102,6,ٱلْبَقَرَة
197,002102_7.mp3,2_102.png,2,102,7,ٱلْبَقَرَة
198,002102_8.mp3,2_102.png,2,102,8,ٱلْبَقَرَة
199,002103_1.mp3,2_103.png,2,103,1,ٱلْبَقَرَة
200,002103_2.mp3,2_103.png,2,103,2,ٱلْبَقَرَة
201,002104_1.mp3,2_104.png,2,104,1,ٱلْبَقَرَة
202,002104_2.mp3,2_104.png,2,104,2,ٱلْبَقَرَة
203,002105_1.mp3,2_105.png,2,105,1,ٱلْبَقَرَة
204,002105_2.mp3,2_105.png,2,105,2,ٱلْبَقَرَة
205,002106_1.mp3,2_106.png,2,106,1,ٱلْبَقَرَة
206,002106_2.mp3,2_106.png,2,106,2,ٱلْبَقَرَة
207,002107_1.mp3,2_107.png,2,107,1,ٱلْبَقَرَة
208,002107_2.mp3,2_107.png,2,107,2,ٱلْبَقَرَة
209,002108_1.mp3,2_108.png,2,108,1,ٱلْبَقَرَة
210,002108_2.mp3,2_108.png,2,108,2,ٱلْبَقَرَة
211,002109_1.mp3,2_109.png,2,109,1,ٱلْبَقَرَة
212,002109_2.mp3,2_109.png,2,109,2,ٱلْبَقَرَة
213,002109_3.mp3,2_109.png,2,109,3,ٱلْبَقَرَة
214,002110_1.mp3,2_110.png,2,110,1,ٱلْبَقَرَة
215,002110_2.mp3,2_110.png,2,110,2,ٱلْبَقَرَة
216,002111_1.mp3,2_111.png,2,111,1,ٱلْبَقَرَة
217,002111_2.mp3,2_111.png,2,111,2,ٱلْبَقَرَة
218,002111_3.mp3,2_111.png,2,111,3,ٱلْبَقَرَة
219,002112_1.mp3,2_112.png,2,112,1,ٱلْبَقَرَة
220,002112_2.mp3,2_112.png,2,112,2,ٱلْبَقَرَة
221,002113_1.mp3,2_113.png,2,113,1,ٱلْبَقَرَة
222,002113_2.mp3,2_113.png,2,113,2,ٱلْبَقَرَة
223,002114_1.mp3,2_114.png,2,114,1,ٱلْبَقَرَة
224,002114_2.mp3,2_114.png,2,114,2,ٱلْبَقَرَة
225,002114_3.mp3,2_114.png,2,114,3,ٱلْبَقَرَة
226,002115_1.mp3,2_115.png,2,115,1,ٱلْبَقَرَة
227,002115_2.mp3,2_115.png,2,115,2,ٱلْبَقَرَة
228,002115_3.mp3,2_115.png,2,115,3,ٱلْبَقَرَة
229,002116_1.mp3,2_116.png,2,116,1,ٱلْبَقَرَة
230,002116_2.mp3,2_116.png,2,116,2,ٱلْبَقَرَة
231,002116_3.mp3,2_116.png,2,116,3,ٱلْبَقَرَة
232,002117_1.mp3,2_117.png,2,117,1,ٱلْبَقَرَة
233,002117_2.mp3,2_117.png,2,117,2,ٱلْبَقَرَة
234,002118_1.mp3,2_118.png,2,118,1,ٱلْبَقَرَة
235,002118_2.mp3,2_118.png,2,118,2,ٱلْبَقَرَة
236,002118_3.mp3,2_118.png,2,118,3,ٱلْبَقَرَة
237,002118_4.mp3,2_118.png,2,118,4,ٱلْبَقَرَة
238,002119_1.mp3,2_119.png,2,119,1,ٱلْبَقَرَة
239,002119_2.mp3,2_119.png,2,119,2,ٱلْبَقَرَة
240,002120_1.mp3,2_120.png,2,120,1,ٱلْبَقَرَة
241,002120_2.mp3,2_120.png,2,120,2,ٱلْبَقَرَة
242,002121_1.mp3,2_121.png,2,121,1,ٱلْبَقَرَة
243,002121_2.mp3,2_121.png,2,121,2,ٱلْبَقَرَة
244,002122.mp3,2_122.png,2,122,0,ٱلْبَقَرَة
245,002123.mp3,2_123.png,2,123,0,ٱلْبَقَرَة
246,002124_1.mp3,2_124.png,2,124,1,ٱلْبَقَرَة
247,002124_2.mp3,2_124.png,2,124,2,ٱلْبَقَرَة
248,002124_3.mp3,2_124.png,2,124,3,ٱلْبَقَرَة
249,002125.mp3,2_125.png,2,125,0,ٱلْبَقَرَة
250,002126_1.mp3,2_126.png,2,126,1,ٱلْبَقَرَة
251,002126_2.mp3,2_126.png,2,126,2,ٱلْبَقَرَة
252,002126_3.mp3,2_126.png,2,126,3,ٱلْبَقَرَة
253,002127.mp3,2_127.png,2,127,0,ٱلْبَقَرَة
254,002128_1.mp3,2_128.png,2,128,1,ٱلْبَقَرَة
255,002128_2.mp3,2_128.png,2,128,2,ٱلْبَقَرَة
256,002129_1.mp3,2_129.png,2,129,1,ٱلْبَقَرَة
257,002129_2.mp3,2_129.png,2,129,2,ٱلْبَقَرَة
258,002130_1.mp3,2_130.png,2,130,1,ٱلْبَقَرَة
259,002130_2.mp3,2_130.png,2,130,2,ٱلْبَقَرَة
260,002130_3.mp3,2_130.png,2,130,3,ٱلْبَقَرَة
261,002131.mp3,2_131.png,2,131,0,ٱلْبَقَرَة
262,002132.mp3,2_132.png,2,132,0,ٱلْبَقَرَة
263,002133_1.mp3,2_133.png,2,133,1,ٱلْبَقَرَة
264,002133_2.mp3,2_133.png,2,133,2,ٱلْبَقَرَة
265,002134_1.mp3,2_134.png,2,134,1,ٱلْبَقَرَة
266,002134_2.mp3,2_134.png,2,134,2,ٱلْبَقَرَة
267,002134_3.mp3,2_134.png,2,134,3,ٱلْبَقَرَة
268,002135_1.mp3,2_135.png,2,135,1,ٱلْبَقَرَة
269,002135_2.mp3,2_135.png,2,135,2,ٱلْبَقَرَة
270,002135_3.mp3,2_135.png,2,135,3,ٱلْبَقَرَة
271,002136_1.mp3,2_136.png,2,136,1,ٱلْبَقَرَة
272,002136_2.mp3,2_136.png,2,136,2,ٱلْبَقَرَة
273,002137_1.mp3,2_137.png,2,137,1,ٱلْبَقَرَة
274,002137_2.mp3,2_137.png,2,137,2,ٱلْبَقَرَة
275,002137_3.mp3,2_137.png,2,137,3,ٱلْبَقَرَة
276,002137_4.mp3,2_137.png,2,137,4,ٱلْبَقَرَة
277,002138_1.mp3,2_138.png,2,138,1,ٱلْبَقَرَة
278,002138_2.mp3,2_138.png,2,138,2,ٱلْبَقَرَة
279,002139.mp3,2_139.png,2,139,0,ٱلْبَقَرَة
280,002140_1.mp3,2_140.png,2,140,1,ٱلْبَقَرَة
281,002140_2.mp3,2_140.png,2,140,2,ٱلْبَقَرَة
282,002140_3.mp3,2_140.png,2,140,3,ٱلْبَقَرَة
283,002141_1.mp3,2_141.png,2,141,1,ٱلْبَقَرَة
284,002141_2.mp3,2_141.png,2,141,2,ٱلْبَقَرَة
285,002141_3.mp3,2_141.png,2,141,3,ٱلْبَقَرَة
286,002142_1.mp3,2_142.png,2,142,1,ٱلْبَقَرَة
287,002142_2.mp3,2_142.png,2,142,2,ٱلْبَقَرَة
288,002143_1.mp3,2_143.png,2,143,1,ٱلْبَقَرَة
289,002143_2.mp3,2_143.png,2,143,2,ٱلْبَقَرَة
290,002143_3.mp3,2_143.png,2,143,3,ٱلْبَقَرَة
291,002143_4.mp3,2_143.png,2,143,4,ٱلْبَقَرَة
292,002143_5.mp3,2_143.png,2,143,5,ٱلْبَقَرَة
293,002144_1.mp3,2_144.png,2,144,1,ٱلْبَقَرَة
294,002144_2.mp3,2_144.png,2,144,2,ٱلْبَقَرَة
295,002144_3.mp3,2_144.png,2,144,3,ٱلْبَقَرَة
296,002144_4.mp3,2_144.png,2,144,4,ٱلْبَقَرَة
297,002144_5.mp3,2_144.png,2,144,5,ٱلْبَقَرَة
298,002145_1.mp3,2_145.png,2,145,1,ٱلْبَقَرَة
299,002145_2.mp3,2_145.png,2,145,2,ٱلْبَقَرَة
300,002145_3.mp3,2_145.png,2,145,3,ٱلْبَقَرَة
301,002146_1.mp3,2_146.png,2,146,1,ٱلْبَقَرَة
302,002146_2.mp3,2_146.png,2,146,2,ٱلْبَقَرَة
303,002147_1.mp3,2_147.png,2,147,1,ٱلْبَقَرَة
304,002147_2.mp3,2_147.png,2,147,2,ٱلْبَقَرَة
305,002148_1.mp3,2_148.png,2,148,1,ٱلْبَقَرَة
306,002148_2.mp3,2_148.png,2,148,2,ٱلْبَقَرَة
307,002148_3.mp3,2_148.png,2,148,3,ٱلْبَقَرَة
308,002149_1.mp3,2_149.png,2,149,1,ٱلْبَقَرَة
309,002149_2.mp3,2_149.png,2,149,2,ٱلْبَقَرَة
310,002149_3.mp3,2_149.png,2,149,3,ٱلْبَقَرَة
311,002150_1.mp3,2_150.png,2,150,1,ٱلْبَقَرَة
312,002150_2.mp3,2_150.png,2,150,2,ٱلْبَقَرَة
313,002150_3.mp3,2_150.png,2,150,3,ٱلْبَقَرَة
314,002151.mp3,2_151.png,2,151,0,ٱلْبَقَرَة
315,002152.mp3,2_152.png,2,152,0,ٱلْبَقَرَة
316,002153_1.mp3,2_153.png,2,153,1,ٱلْبَقَرَة
317,002153_2.mp3,2_153.png,2,153,2,ٱلْبَقَرَة
318,002154.mp3,2_154.png,2,154,0,ٱلْبَقَرَة
319,002155.mp3,2_155.png,2,155,0,ٱلْبَقَرَة
320,002156.mp3,2_156.png,2,156,0,ٱلْبَقَرَة
321,002157.mp3,2_157.png,2,157,0,ٱلْبَقَرَة
322,002158_1.mp3,2_158.png,2,158,1,ٱلْبَقَرَة
323,002158_2.mp3,2_158.png,2,158,2,ٱلْبَقَرَة
324,002159_1.mp3,2_159.png,2,159,1,ٱلْبَقَرَة
325,002159_2.mp3,2_159.png,2,159,2,ٱلْبَقَرَة
326,002160_1.mp3,2_160.png,2,160,1,ٱلْبَقَرَة
327,002160_2.mp3,2_160.png,2,160,2,ٱلْبَقَرَة
328,002161.mp3,2_161.png,2,161,0,ٱلْبَقَرَة
329,002162.mp3,2_162.png,2,162,0,ٱلْبَقَرَة
330,002163.mp3,2_163.png,2,163,0,ٱلْبَقَرَة
331,002164_1.mp3,2_164.png,2,164,1,ٱلْبَقَرَة
332,002164_2.mp3,2_164.png,2,164,2,ٱلْبَقَرَة
333,002164_3.mp3,2_164.png,2,164,3,ٱلْبَقَرَة
334,002164_4.mp3,2_164.png,2,164,4,ٱلْبَقَرَة
335,002165_1.mp3,2_165.png,2,165,1,ٱلْبَقَرَة
336,002165_2.mp3,2_165.png,2,165,2,ٱلْبَقَرَة
337,002166.mp3,2_166.png,2,166,0,ٱلْبَقَرَة
338,002167_1.mp3,2_167.png,2,167,1,ٱلْبَقَرَة
339,002167_2.mp3,2_167.png,2,167,2,ٱلْبَقَرَة
340,002168_1.mp3,2_168.png,2,168,1,ٱلْبَقَرَة
341,002168_2.mp3,2_168.png,2,168,2,ٱلْبَقَرَة
342,002169.mp3,2_169.png,2,169,0,ٱلْبَقَرَة
343,002170.mp3,2_170.png,2,170,0,ٱلْبَقَرَة
344,002171_1.mp3,2_171.png,2,171,1,ٱلْبَقَرَة
345,002171_2.mp3,2_171.png,2,171,2,ٱلْبَقَرَة
346,002172.mp3,2_172.png,2,172,0,ٱلْبَقَرَة
347,002173_1.mp3,2_173.png,2,173,1,ٱلْبَقَرَة
348,002173_2.mp3,2_173.png,2,173,2,ٱلْبَقَرَة
349,002174_1.mp3,2_174.png,2,174,1,ٱلْبَقَرَة
350,002174_2.mp3,2_174.png,2,174,2,ٱلْبَقَرَة
351,002174_3.mp3,2_174.png,2,174,3,ٱلْبَقَرَة
352,002175.mp3,2_175.png,2,175,0,ٱلْبَقَرَة
353,002176_1.mp3,2_176.png,2,176,1,ٱلْبَقَرَة
354,002176_2.mp3,2_176.png,2,176,2,ٱلْبَقَرَة
355,002177_1.mp3,2_177.png,2,177,1,ٱلْبَقَرَة
356,002177_2.mp3,2_177.png,2,177,2,ٱلْبَقَرَة
357,002177_3.mp3,2_177.png,2,177,3,ٱلْبَقَرَة
358,002177_4.mp3,2_177.png,2,177,4,ٱلْبَقَرَة
359,002177_5.mp3,2_177.png,2,177,5,ٱلْبَقَرَة
360,002177_6.mp3,2_177.png,2,177,6,ٱلْبَقَرَة
361,002178_1.mp3,2_178.png,2,178,1,ٱلْبَقَرَة
362,002178_2.mp3,2_178.png,2,178,2,ٱلْبَقَرَة
363,002179.mp3,2_179.png,2,179,0,ٱلْبَقَرَة
364,002180.mp3,2_180.png,2,180,0,ٱلْبَقَرَة
365,002181_1.mp3,2_181.png,2,181,1,ٱلْبَقَرَة
366,002181_2.mp3,2_181.png,2,181,2,ٱلْبَقَرَة
367,002182_1.mp3,2_182.png,2,182,1,ٱلْبَقَرَة
368,002182_2.mp3,2_182.png,2,182,2,ٱلْبَقَرَة
369,002183.mp3,2_183.png,2,183,0,ٱلْبَقَرَة
370,002184_1.mp3,2_184.png,2,184,1,ٱلْبَقَرَة
371,002184_2.mp3,2_184.png,2,184,2,ٱلْبَقَرَة
372,002184_3.mp3,2_184.png,2,184,3,ٱلْبَقَرَة
373,002184_4.mp3,2_184.png,2,184,4,ٱلْبَقَرَة
374,002185_1.mp3,2_185.png,2,185,1,ٱلْبَقَرَة
375,002185_2.mp3,2_185.png,2,185,2,ٱلْبَقَرَة
376,002185_3.mp3,2_185.png,2,185,3,ٱلْبَقَرَة
377,002186_1.mp3,2_186.png,2,186,1,ٱلْبَقَرَة
378,002186_2.mp3,2_186.png,2,186,2,ٱلْبَقَرَة
379,002187_1.mp3,2_187.png,2,187,1,ٱلْبَقَرَة
380,002187_2.mp3,2_187.png,2,187,2,ٱلْبَقَرَة
381,002187_3.mp3,2_187.png,2,187,3,ٱلْبَقَرَة
382,002187_4.mp3,2_187.png,2,187,4,ٱلْبَقَرَة
383,002187_5.mp3,2_187.png,2,187,5,ٱلْبَقَرَة
384,002187_6.mp3,2_187.png,2,187,6,ٱلْبَقَرَة
385,002187_7.mp3,2_187.png,2,187,7,ٱلْبَقَرَة
386,002188_1.mp3,2_188.png,2,188,1,ٱلْبَقَرَة
387,002188_2.mp3,2_188.png,2,188,2,ٱلْبَقَرَة
388,002189_1.mp3,2_189.png,2,189,1,ٱلْبَقَرَة
389,002189_2.mp3,2_189.png,2,189,2,ٱلْبَقَرَة
390,002189_3.mp3,2_189.png,2,189,3,ٱلْبَقَرَة
391,002190_1.mp3,2_190.png,2,190,1,ٱلْبَقَرَة
392,002190_2.mp3,2_190.png,2,190,2,ٱلْبَقَرَة
